Hugo_Symbol	Entrez_Gene_Id	CR6161	CR0095	CR04885	CR06670	CR1509	CR22640	CR3665	CR4880	CR6126	CR9306	CR9699	CRNR0244	CRNR2472	CRNR4941	CR7623	LSD0167	SD0346	SD1494	SD2056	LSD2057	LSD3484	LSD4691	LSD4744	SD6336	LSD6819	LSDNR9298	LSDNR1120	LSDNR1650	LSDNR3086	NR6721	NR9765	NR1867	NR2137	NR3156	NR3549	NR4018	NR4045	NR4083	NR4631	NR4810	NR4949	NR5784	NR6689	NR6842	NR8727	NR8815	NR9341	NR9445	NR9449	NR9521	NR9705	PR03803	PR12117	PR4035	PR4046	PR4077	PR4091	PR4092	SD2051	SD5038	SD5118	SD5934	SD6494	SD7357
hsa-mir-3143		1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	2	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
hsa-mir-548a-1		1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	2	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
ZNF204P	7754	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	2	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
ZNF391	346157	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	2	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
LOC100507173	100507173	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
ZNF184	7738	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
LOC100131289	100131289	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
HIST1H1B	3009	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
HIST1H2AI	8329	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
HIST1H2AJ	8331	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
HIST1H2AK	8330	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
HIST1H2AL	8332	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
HIST1H2AM	8336	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
HIST1H2BL	8340	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
HIST1H2BM	8342	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
HIST1H2BN	8341	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
HIST1H2BO	8348	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
HIST1H3H	8357	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
HIST1H3I	8354	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
HIST1H3J	8356	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
HIST1H4J	8363	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
HIST1H4K	8362	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
HIST1H4L	8368	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
OR2B2	81697	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
GABBR1	2550	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
GPX5	2880	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
GPX6	257202	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
HCG18	414777	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
HCG4B	80868	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
HCG4	54435	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
HCG9	10255	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
HLA-A	3105	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
HLA-E	3133	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
HLA-F-AS1	285830	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
HLA-F	3134	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
HLA-G	3135	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
HLA-H	3136	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
HLA-J	3137	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
HLA-L	3139	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
IFITM4P	340198	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
LOC100129636	100129636	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
LOC100507362	100507362	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
LOC401242	401242	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
LOC554223	554223	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
MAS1L	116511	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
MOG	4340	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
NKAPL	222698	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
OR10C1	442194	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
OR11A1	26531	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
OR12D2	26529	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
OR12D3	81797	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
OR14J1	442191	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
OR2B3	442184	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
OR2B6	26212	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
OR2H1	26716	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
OR2H2	7932	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
OR2J2	26707	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
OR2J3	442186	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
OR2W1	26692	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
OR5V1	81696	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
PGBD1	84547	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
PPP1R11	6992	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
RNF39	80352	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
RPP21	79897	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
SCAND3	114821	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
SNORD32B	692092	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
TOB2P1	222699	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
TRIM10	10107	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
TRIM15	89870	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
TRIM26	7726	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
TRIM27	5987	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
TRIM31	11074	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
TRIM39-RPP21	202658	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
TRIM39	56658	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
TRIM40	135644	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
UBD	10537	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
ZFP57	346171	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
ZKSCAN3	80317	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
ZKSCAN4	387032	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
ZNF165	7718	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
ZNF187	7741	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
ZNF192	7745	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
ZNF193	7746	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
ZNF311	282890	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
ZNF323	64288	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
ZNRD1-AS1	80862	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
ZNRD1	30834	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
ZSCAN12P1	221584	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
ZSCAN12	9753	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
ZSCAN16	80345	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
ZSCAN23	222696	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
GNL1	2794	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	2	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
ABCF1	23	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	0	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
PRR3	80742	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	0	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
ATAT1	79969	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	0	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	0	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
C6orf136	221545	1	-1	0	0	2	0	0	-1	0	0	2	1	0	0	1	1	2	1	2	0	2	0	2	0	0	2	1	2	2	0	1	-1	1	0	0	0	2	0	1	1	1	0	0	0	0	0	0	0	1	0	2	2	2	1	1	0	0	1	2	0	2	1	1	2
